,Date,Temp(C),MaxTemp(C),MinTemp(C),RangeTemp(C),SurfaceTemp(C)
2086,20150918,22.2,25.44,18.84,6.6,23.97
2087,20150919,22.42,24.77,19.78,4.99,24.26
2088,20150920,21.86,24.63,18.12,6.51,23.19
2089,20150921,18.52,20.82,16.05,4.77,18.88
2090,20150922,19.24,21.55,17.83,3.72,19.26
2091,20150923,19.56,23.05,16.54,6.51,20.37
2092,20150924,20.11,23.96,16.18,7.78,20.82
2093,20150925,19.56,21.58,18.03,3.55,19.93
2094,20150926,18.31,19.9,16.75,3.15,18.26
2095,20150927,18.05,20.44,15.23,5.21,18.28
2096,20150928,20.48,23.15,17.98,5.17,22.15
2097,20150929,21.66,23.95,20.02,3.93,24.05
2098,20150930,20.85,22.84,16.68,6.16,21.24
2099,20151001,15.25,16.66,14.0,2.66,14.25
2100,20151002,12.66,14.35,11.76,2.59,11.33
2101,20151003,13.31,14.61,12.06,2.55,12.13
2102,20151004,14.57,16.61,13.08,3.53,14.15
2103,20151005,14.76,17.57,12.08,5.49,14.16
2104,20151006,16.54,20.28,12.13,8.15,16.04
2105,20151007,17.25,20.23,14.55,5.68,17.58
2106,20151008,16.5,18.66,14.04,4.62,16.06
2107,20151009,18.83,21.89,16.09,5.8,18.59
2108,20151010,14.04,16.51,11.47,5.04,13.85
2109,20151011,14.88,18.23,11.56,6.67,13.29
2110,20151012,16.3,20.19,12.46,7.73,15.4
2111,20151013,18.29,20.77,16.12,4.65,17.97
2112,20151014,16.34,18.83,14.09,4.74,15.63
2113,20151015,14.11,17.11,11.14,5.97,13.19
2114,20151016,14.51,16.97,12.32,4.65,13.1
2115,20151017,10.72,13.03,7.27,5.76,9.26
2116,20151018,7.39,9.67,5.44,4.23,5.54
2117,20151019,7.81,10.94,4.04,6.9,6.41
2118,20151020,14.02,18.79,9.9,8.89,12.76
2119,20151021,15.39,19.54,11.83,7.71,14.85
2120,20151022,16.49,19.95,12.85,7.1,15.75
2121,20151023,12.61,16.22,8.88,7.34,11.26
2122,20151024,11.05,13.42,7.93,5.49,9.28
2123,20151025,14.76,17.54,10.21,7.33,13.05
2124,20151026,11.27,13.97,8.56,5.41,9.33
2125,20151027,12.01,13.74,10.15,3.59,8.86
2126,20151028,16.2,18.48,13.21,5.27,15.35
2127,20151029,17.16,19.56,12.74,6.82,16.87
2128,20151030,11.66,15.02,8.58,6.44,9.64
2129,20151031,9.84,12.04,6.92,5.12,8.17
2130,20151101,14.5,17.21,11.52,5.69,12.88
2131,20151102,13.53,15.31,11.63,3.68,11.12
2132,20151103,14.7,18.95,11.11,7.84,12.48
2133,20151104,14.75,17.73,12.06,5.67,13.26
2134,20151105,16.14,19.03,13.61,5.42,15.29
2135,20151106,17.71,19.35,16.35,3.0,18.35
2136,20151107,15.25,17.2,11.92,5.28,14.57
2137,20151108,11.03,13.17,8.6,4.57,8.83
2138,20151109,11.72,14.11,8.83,5.28,9.16
2139,20151110,13.92,15.08,12.05,3.03,12.8
2140,20151111,11.62,13.77,10.54,3.23,10.39
2141,20151112,13.34,15.35,10.95,4.4,11.49
2142,20151113,11.78,13.83,8.91,4.92,9.54
2143,20151114,7.99,9.62,5.95,3.67,5.37
2144,20151115,9.38,14.06,5.49,8.57,6.42
2145,20151116,12.33,16.63,8.92,7.71,9.86
2146,20151117,8.28,10.06,6.25,3.81,5.67
2147,20151118,11.94,14.08,8.11,5.97,9.23
2148,20151119,15.22,16.22,13.48,2.74,14.42
2149,20151120,11.89,15.52,7.44,8.08,10.18
2150,20151121,8.79,11.93,6.27,5.66,6.49
2151,20151122,10.01,12.99,6.35,6.64,7.76
2152,20151123,4.35,6.51,2.11,4.4,1.66
2153,20151124,5.03,7.85,1.97,5.88,0.98
2154,20151125,6.68,8.7,4.61,4.09,2.61
2155,20151126,11.21,14.14,8.33,5.81,6.73
2156,20151127,12.26,15.27,10.37,4.9,9.9
2157,20151128,11.29,14.07,7.62,6.45,10.1
2158,20151129,6.25,8.42,4.31,4.11,4.48
2159,20151130,6.57,9.06,3.43,5.63,4.11
2160,20151201,10.42,11.1,9.2,1.9,8.93
2161,20151202,11.8,13.14,10.36,2.78,10.85
2162,20151203,8.97,11.99,6.45,5.54,7.31
2163,20151204,7.33,9.98,5.41,4.57,4.36
2164,20151205,6.9,9.37,4.04,5.33,3.57
2165,20151206,7.5,10.5,5.01,5.49,3.78
2166,20151207,7.66,10.75,5.0,5.75,5.26
2167,20151208,7.06,8.88,5.49,3.39,4.88
2168,20151209,9.09,11.54,6.49,5.05,5.94
2169,20151210,10.86,13.25,8.78,4.47,9.19
2170,20151211,11.33,13.4,9.6,3.8,9.4
2171,20151212,12.08,15.03,10.45,4.58,11.44
2172,20151213,12.75,14.92,11.78,3.14,12.36
2173,20151214,12.98,15.09,11.28,3.81,12.49
2174,20151215,12.84,15.87,9.51,6.36,11.63
2175,20151216,8.57,10.19,6.14,4.05,6.97
2176,20151217,11.88,12.96,10.44,2.52,10.43
2177,20151218,7.98,11.4,3.76,7.64,5.95
2178,20151219,3.73,4.74,2.33,2.41,1.18
2179,20151220,3.75,5.61,1.76,3.85,0.43
2180,20151221,8.86,11.06,4.54,6.52,5.95
2181,20151222,11.87,13.43,10.64,2.79,10.64
2182,20151223,12.18,14.73,10.08,4.65,11.05
2183,20151224,15.15,17.19,13.6,3.59,15.86
2184,20151225,13.8,15.27,12.93,2.34,13.22
2185,20151226,10.53,12.87,9.88,2.99,9.51
2186,20151227,12.07,14.8,8.51,6.29,12.2
2187,20151228,5.22,7.69,4.29,3.4,3.79
2188,20151229,8.38,12.59,4.83,7.76,7.9
2189,20151230,8.0,10.36,6.04,4.32,7.69
2190,20151231,8.13,10.6,5.45,5.15,7.21
2191,20160101,4.4,5.68,1.91,3.77,2.22
2192,20160102,2.7,4.75,1.09,3.66,-0.29
2193,20160103,4.52,7.55,2.67,4.88,1.11
2194,20160104,-1.28,2.44,-6.8,9.24,-3.41
2195,20160105,-4.47,-1.42,-7.97,6.55,-6.41
2196,20160106,1.08,3.78,-1.48,5.26,-3.84
2197,20160107,3.62,6.44,-0.09,6.53,-0.94
2198,20160108,4.63,6.66,2.23,4.43,1.53
2199,20160109,7.42,8.89,5.68,3.21,5.68
2200,20160110,10.56,13.37,3.52,9.85,10.21
2201,20160111,0.42,3.03,-1.7,4.73,-2.06
2202,20160112,2.31,6.54,-1.79,8.33,-0.4
2203,20160113,-1.94,-0.57,-3.1,2.53,-3.5
2204,20160114,0.99,3.98,-3.14,7.12,-1.52
2205,20160115,5.37,7.46,3.02,4.44,1.34
2206,20160116,5.7,9.27,3.08,6.19,3.88
2207,20160117,1.43,2.84,-0.01,2.85,-1.33
2208,20160118,-2.36,0.95,-5.49,6.44,-4.01
2209,20160119,-3.8,-1.87,-6.02,4.15,-5.74
2210,20160120,0.28,2.59,-2.16,4.75,-2.07
2211,20160121,0.01,2.17,-1.84,4.01,-1.69
2212,20160122,-2.34,-0.72,-4.79,4.07,-4.59
2213,20160123,-0.17,1.28,-2.27,3.55,-1.56
2214,20160124,-1.89,0.84,-5.1,5.94,-6.2
2215,20160125,-0.19,2.87,-3.16,6.03,-7.53
2216,20160126,4.6,5.84,3.23,2.61,-0.54
2217,20160127,3.32,4.77,0.67,4.1,-0.73
2218,20160128,3.1,5.26,0.54,4.72,-1.79
2219,20160129,2.2,3.86,-0.98,4.84,-0.5
2220,20160130,0.91,3.5,-2.42,5.92,-0.92
2221,20160131,4.95,7.82,3.17,4.65,2.83
2222,20160201,6.42,8.84,4.35,4.49,5.21
2223,20160202,4.6,7.96,1.38,6.58,2.92
2224,20160203,8.68,11.22,4.47,6.75,8.26
2225,20160204,8.38,10.5,4.3,6.2,8.81
2226,20160205,1.96,4.01,-0.67,4.68,0.14
2227,20160206,1.41,3.32,-0.86,4.18,-1.71
2228,20160207,3.05,5.64,0.72,4.92,0.43
2229,20160208,0.74,3.11,-1.24,4.35,-0.4
2230,20160209,0.06,1.31,-1.33,2.64,-0.46
2231,20160210,1.15,3.31,-0.57,3.88,-0.47
2232,20160211,-3.38,-0.77,-5.59,4.82,-4.25
2233,20160212,-5.11,-3.23,-7.61,4.38,-5.52
2234,20160213,-6.92,-3.94,-11.83,7.89,-8.25
2235,20160214,-10.18,-7.53,-13.29,5.76,-10.79
2236,20160215,-0.95,5.7,-8.14,13.84,-2.82
2237,20160216,7.37,10.89,2.34,8.55,5.24
2238,20160217,2.89,4.74,0.96,3.78,1.66
2239,20160218,-0.18,1.36,-1.68,3.04,-1.55
2240,20160219,0.62,4.05,-2.4,6.45,-0.07
2241,20160220,6.44,9.64,4.0,5.64,5.62
2242,20160221,6.92,10.26,3.96,6.3,6.59
2243,20160222,4.66,8.02,1.76,6.26,4.29
2244,20160223,3.22,4.76,1.6,3.16,2.18
2245,20160224,7.94,12.63,3.91,8.72,8.76
2246,20160225,7.44,12.73,2.9,9.83,7.98
2247,20160226,0.7,2.69,-1.44,4.13,-0.33
2248,20160227,0.79,3.48,-1.77,5.25,0.25
2249,20160228,5.42,9.8,1.65,8.15,4.99
2250,20160229,7.3,10.89,5.53,5.36,6.73
2251,20160301,5.4,9.31,1.95,7.36,5.92
2252,20160302,4.57,9.66,-1.08,10.74,3.9
2253,20160303,-0.32,1.01,-2.19,3.2,0.23
2254,20160304,1.02,2.2,-0.14,2.34,-0.45
2255,20160305,0.71,2.14,-1.31,3.45,-0.91
2256,20160306,2.83,4.51,0.86,3.65,1.57
2257,20160307,5.59,9.32,2.21,7.11,4.12
2258,20160308,7.26,11.0,4.9,6.1,8.48
2259,20160309,9.11,13.35,5.79,7.56,11.2
2260,20160310,12.46,15.9,9.34,6.56,14.83
2261,20160311,10.56,12.71,6.04,6.67,12.41
2262,20160312,7.3,10.35,3.18,7.17,8.7
2263,20160313,9.23,11.66,7.32,4.34,9.33
2264,20160314,6.67,7.93,5.8,2.13,6.64
2265,20160315,7.71,9.49,6.26,3.23,7.94
2266,20160316,8.35,10.65,6.73,3.92,9.61
2267,20160317,8.24,11.28,6.36,4.92,8.77
2268,20160318,7.77,10.54,4.51,6.03,7.66
2269,20160319,3.94,5.75,1.43,4.32,3.54
2270,20160320,2.24,4.18,0.14,4.04,2.4
2271,20160321,3.85,7.53,0.77,6.76,3.53
2272,20160322,5.31,9.02,0.87,8.15,4.92
2273,20160323,9.6,13.44,6.74,6.7,9.76
2274,20160324,7.42,9.75,5.86,3.89,8.53
2275,20160325,11.47,14.75,6.57,8.18,13.03
2276,20160326,5.53,8.21,2.47,5.74,6.88
2277,20160327,6.33,7.96,5.07,2.89,7.5
2278,20160328,8.78,12.04,6.31,5.73,9.52
2279,20160329,6.47,9.29,2.69,6.6,5.85
2280,20160330,5.41,8.48,1.44,7.04,5.69
2281,20160331,10.52,13.58,6.33,7.25,11.83
2282,20160401,12.93,14.61,11.16,3.45,15.31
2283,20160402,9.17,11.52,7.82,3.7,10.6
2284,20160403,3.53,8.1,1.92,6.18,3.15
2285,20160404,5.91,12.0,-0.31,12.31,5.69
2286,20160405,0.94,4.07,-2.17,6.24,0.45
2287,20160406,4.16,7.98,-0.17,8.15,4.05
2288,20160407,10.08,11.79,8.23,3.56,9.89
2289,20160408,6.41,8.27,3.68,4.59,5.98
2290,20160409,4.45,6.47,2.67,3.8,2.97
2291,20160410,3.74,6.98,-0.29,7.27,4.37
2292,20160411,8.79,11.78,5.26,6.52,9.39
2293,20160412,9.49,11.06,5.4,5.66,9.52
2294,20160413,6.75,9.91,3.08,6.83,7.75
2295,20160414,7.77,11.75,4.66,7.09,9.38
2296,20160415,8.32,12.74,4.95,7.79,9.15
2297,20160416,8.82,12.98,5.58,7.4,8.85
2298,20160417,10.09,15.51,5.58,9.93,11.4
2299,20160418,12.84,19.35,8.14,11.21,14.35
2300,20160419,12.79,15.67,9.23,6.44,13.67
2301,20160420,10.32,14.11,7.46,6.65,11.27
2302,20160421,11.49,14.27,7.27,7.0,12.7
2303,20160422,14.88,17.43,12.17,5.26,17.62
2304,20160423,13.89,15.98,9.81,6.17,15.28
2305,20160424,10.59,14.44,7.09,7.35,11.54
2306,20160425,11.68,14.83,8.71,6.12,13.47
2307,20160426,13.09,18.53,8.23,10.3,15.76
2308,20160427,9.83,11.84,7.6,4.24,12.64
2309,20160428,9.3,11.06,8.05,3.01,9.39
2310,20160429,9.31,11.14,7.42,3.72,10.27
2311,20160430,9.56,12.28,7.22,5.06,11.71
2312,20160501,9.15,9.74,8.36,1.38,8.96
2313,20160502,10.78,13.99,8.1,5.89,12.48
2314,20160503,10.58,11.48,9.14,2.34,11.28
2315,20160504,9.62,10.77,8.07,2.7,10.48
2316,20160505,9.19,10.91,7.23,3.68,8.79
2317,20160506,9.54,10.78,8.93,1.85,9.65
2318,20160507,10.33,12.66,8.9,3.76,12.45
2319,20160508,11.49,15.19,8.6,6.59,11.45
2320,20160509,12.77,16.78,8.23,8.55,13.63
2321,20160510,11.1,12.94,8.74,4.2,11.8
2322,20160511,12.62,16.01,8.87,7.14,14.48
2323,20160512,13.8,17.0,11.21,5.79,15.72
2324,20160513,13.45,15.27,11.04,4.23,14.33
2325,20160514,14.62,16.77,11.99,4.78,16.66
2326,20160515,10.47,12.85,7.33,5.52,10.93
2327,20160516,10.56,15.18,5.9,9.28,10.56
2328,20160517,12.24,14.75,10.0,4.75,12.63
2329,20160518,12.47,14.88,10.4,4.48,14.24
2330,20160519,13.68,16.56,11.32,5.24,15.88
2331,20160520,14.63,19.27,10.54,8.73,16.87
2332,20160521,13.11,14.2,11.75,2.45,13.37
2333,20160522,14.22,17.72,11.4,6.32,16.41
2334,20160523,15.02,18.75,12.78,5.97,16.89
2335,20160524,15.8,18.07,13.76,4.31,15.91
2336,20160525,18.86,23.13,14.25,8.88,20.21
2337,20160526,19.04,22.41,16.16,6.25,21.43
2338,20160527,18.98,21.23,16.91,4.32,21.24
2339,20160528,19.4,21.82,17.42,4.4,20.99
2340,20160529,18.91,21.47,16.86,4.61,22.02
2341,20160530,18.98,21.22,17.76,3.46,20.93
2342,20160531,20.02,23.5,17.89,5.61,23.12
2343,20160601,18.87,21.75,16.23,5.52,20.51
2344,20160602,17.1,18.78,15.39,3.39,19.57
2345,20160603,17.43,19.1,16.3,2.8,19.05
2346,20160604,19.36,22.54,16.89,5.65,21.93
2347,20160605,19.06,20.17,17.42,2.75,20.4
2348,20160606,20.82,23.39,18.14,5.25,22.83
2349,20160607,20.96,23.47,17.7,5.77,23.01
2350,20160608,16.2,18.75,14.0,4.75,16.05
2351,20160609,15.98,19.58,12.27,7.31,15.84
2352,20160610,17.2,21.18,12.7,8.48,17.48
2353,20160611,19.22,22.61,14.51,8.1,19.81
2354,20160612,20.56,23.3,15.37,7.93,22.22
2355,20160613,17.46,20.83,13.87,6.96,19.07
2356,20160614,18.3,22.04,13.93,8.11,19.57
2357,20160615,19.52,23.01,15.6,7.41,21.86
2358,20160616,18.53,19.87,17.41,2.46,19.28
2359,20160617,18.42,20.65,16.31,4.34,19.76
2360,20160618,19.53,23.57,15.4,8.17,21.31
2361,20160619,19.77,23.23,17.66,5.57,22.19
2362,20160620,20.4,22.21,17.51,4.7,22.98
2363,20160621,22.79,25.83,20.28,5.55,25.49
2364,20160622,22.76,25.98,19.01,6.97,25.13
2365,20160623,21.66,24.43,19.65,4.78,23.3
2366,20160624,20.7,22.6,18.83,3.77,21.68
2367,20160625,20.86,23.86,18.0,5.86,23.05
2368,20160626,21.34,24.01,18.51,5.5,23.61
2369,20160627,21.29,23.38,18.42,4.96,23.5
2370,20160628,21.28,22.33,20.54,1.79,21.7
2371,20160629,23.27,26.18,20.24,5.94,26.03
2372,20160630,22.87,25.65,19.75,5.9,25.85
2373,20160701,22.24,23.92,20.36,3.56,23.61
2374,20160702,21.53,23.84,19.41,4.43,22.24
2375,20160703,21.14,23.84,17.79,6.05,21.52
2376,20160704,21.76,24.57,18.24,6.33,24.38
2377,20160705,24.01,27.2,20.87,6.33,26.51
2378,20160706,25.38,28.18,22.27,5.91,28.71
2379,20160707,25.3,27.36,22.8,4.56,27.7
2380,20160708,23.59,26.5,20.67,5.83,26.37
2381,20160709,20.98,22.05,19.89,2.16,22.47
2382,20160710,23.12,25.9,20.51,5.39,25.71
2383,20160711,21.84,25.13,18.82,6.31,24.75
2384,20160712,22.68,25.0,19.98,5.02,24.9
2385,20160713,23.3,25.19,21.27,3.92,25.04
2386,20160714,25.23,27.44,22.87,4.57,28.06
2387,20160715,26.39,28.94,23.69,5.25,28.57
2388,20160716,25.42,28.03,22.86,5.17,27.9
2389,20160717,25.86,28.55,23.08,5.47,28.79
2390,20160718,25.99,29.22,23.13,6.09,28.24
2391,20160719,25.31,27.64,23.0,4.64,26.81
2392,20160720,23.77,26.05,21.23,4.82,26.42
2393,20160721,24.67,27.8,20.96,6.84,27.2
2394,20160722,25.89,29.3,22.54,6.76,28.2
2395,20160723,27.51,30.9,24.28,6.62,30.55
2396,20160724,25.79,28.46,23.0,5.46,28.06
2397,20160725,25.52,28.59,23.5,5.09,27.97
2398,20160726,26.45,29.36,23.47,5.89,28.97
2399,20160727,26.05,28.82,23.51,5.31,29.21
2400,20160728,26.03,29.19,23.37,5.82,29.48
2401,20160729,24.35,26.69,22.94,3.75,25.55
2402,20160730,24.54,26.77,22.76,4.01,26.37
2403,20160731,23.85,24.98,22.62,2.36,24.16
2404,20160801,22.51,24.72,19.78,4.94,23.94
2405,20160802,22.18,23.33,21.05,2.28,22.48
2406,20160803,22.16,24.34,19.81,4.53,23.05
2407,20160804,22.76,24.56,21.23,3.33,23.79
2408,20160805,23.33,25.35,20.61,4.74,24.38
2409,20160806,25.12,27.77,22.68,5.09,27.01
2410,20160807,24.62,27.7,20.9,6.8,25.94
2411,20160808,24.31,26.74,21.84,4.9,25.09
2412,20160809,24.49,26.66,21.68,4.98,26.25
2413,20160810,25.49,27.15,24.14,3.01,26.0
2414,20160811,26.18,28.01,24.84,3.17,26.89
2415,20160812,27.06,29.61,25.02,4.59,28.38
2416,20160813,27.06,28.96,25.57,3.39,27.69
2417,20160814,27.85,30.46,25.7,4.76,29.23
2418,20160815,26.87,29.51,24.75,4.76,29.5
2419,20160816,26.37,28.03,25.03,3.0,27.08
2420,20160817,26.48,28.24,25.08,3.16,27.7
2421,20160818,25.73,27.47,24.32,3.15,27.49
2422,20160819,25.76,28.09,23.38,4.71,27.9
2423,20160820,25.52,27.0,23.89,3.11,27.12
2424,20160821,25.64,27.33,24.29,3.04,26.79
2425,20160822,23.11,26.1,19.85,6.25,23.29
2426,20160823,22.01,25.23,18.12,7.11,22.78
2427,20160824,23.49,26.91,19.69,7.22,24.6
2428,20160825,23.66,25.63,20.76,4.87,23.85
2429,20160826,26.48,30.24,23.35,6.89,28.74
2430,20160827,24.67,27.27,21.9,5.37,26.21
2431,20160828,24.73,26.82,22.78,4.04,26.49
2432,20160829,25.93,29.99,22.77,7.22,27.83
2433,20160830,24.06,26.05,21.78,4.27,26.43
2434,20160831,24.89,27.53,22.65,4.88,27.33
2435,20160901,23.38,24.88,22.14,2.74,24.44
2436,20160902,22.91,25.9,19.47,6.43,23.66
2437,20160903,21.72,22.9,20.0,2.9,20.63
2438,20160904,21.32,23.74,18.15,5.59,20.94
2439,20160905,22.43,26.27,18.09,8.18,21.28
2440,20160906,23.17,25.61,20.95,4.66,24.09
2441,20160907,23.49,26.17,21.03,5.14,25.25
2442,20160908,24.35,26.97,21.48,5.49,26.58
2443,20160909,26.31,28.9,24.48,4.42,28.68
2444,20160910,25.19,27.97,23.38,4.59,28.02
2445,20160911,24.22,26.63,20.14,6.49,25.61
2446,20160912,20.52,22.8,17.91,4.89,21.96
2447,20160913,21.71,24.44,18.85,5.59,22.96
2448,20160914,23.78,27.76,20.25,7.51,25.9
2449,20160915,19.53,21.92,17.71,4.21,21.19
2450,20160916,18.95,21.11,17.37,3.74,19.74
2451,20160917,20.45,23.01,17.45,5.56,21.46
2452,20160918,23.04,25.83,20.52,5.31,25.06
2453,20160919,22.35,23.08,21.5,1.58,22.17
2454,20160920,22.47,24.95,21.09,3.86,23.49
2455,20160921,22.9,26.26,20.28,5.98,22.73
2456,20160922,22.06,25.28,19.1,6.18,22.22
2457,20160923,22.54,26.5,19.19,7.31,23.82
2458,20160924,18.79,21.51,16.54,4.97,18.5
2459,20160925,17.28,20.27,13.99,6.28,16.45
2460,20160926,18.77,21.13,15.69,5.44,17.92
2461,20160927,19.98,21.35,18.89,2.46,18.94
2462,20160928,18.41,20.24,16.24,4.0,17.47
2463,20160929,17.28,18.21,16.08,2.13,16.73
2464,20160930,16.59,17.69,15.73,1.96,15.74
2465,20161001,16.83,18.44,15.45,2.99,16.87
2466,20161002,17.14,19.05,15.55,3.5,18.22
2467,20161003,18.55,20.69,16.62,4.07,19.85
2468,20161004,17.8,20.07,15.81,4.26,17.68
2469,20161005,15.93,18.72,13.31,5.41,15.71
2470,20161006,16.85,19.85,14.57,5.28,16.52
2471,20161007,17.52,20.42,15.02,5.4,16.37
2472,20161008,18.44,20.03,16.57,3.46,17.13
2473,20161009,14.83,18.46,12.82,5.64,13.13
2474,20161010,13.16,17.2,10.22,6.98,11.09
2475,20161011,13.1,15.81,9.7,6.11,11.95
2476,20161012,16.08,17.95,14.57,3.38,13.89
2477,20161013,16.36,19.57,12.79,6.78,14.6
2478,20161014,13.37,16.5,10.01,6.49,11.44
2479,20161015,13.92,16.77,10.94,5.83,12.19
2480,20161016,16.21,20.01,12.01,8.0,15.04
2481,20161017,19.03,22.75,15.64,7.11,19.42
2482,20161018,19.58,22.71,17.01,5.7,19.9
2483,20161019,21.02,25.78,17.84,7.94,21.51
2484,20161020,18.29,19.78,16.08,3.7,18.3
2485,20161021,19.2,21.24,17.73,3.51,19.69
2486,20161022,11.69,17.81,9.17,8.64,10.52
2487,20161023,12.77,16.79,8.7,8.09,10.48
2488,20161024,13.43,16.48,9.85,6.63,11.77
2489,20161025,9.95,12.26,7.44,4.82,7.36
2490,20161026,8.23,10.93,5.99,4.94,5.81
2491,20161027,10.87,15.37,7.28,8.09,8.66
2492,20161028,9.56,14.11,6.92,7.19,8.06
2493,20161029,12.12,16.7,6.56,10.14,10.19
2494,20161030,16.68,20.04,11.99,8.05,16.58
2495,20161031,10.03,12.64,7.61,5.03,8.31
2496,20161101,11.67,14.25,8.22,6.03,9.58
2497,20161102,14.92,18.11,12.11,6.0,14.34
2498,20161103,15.42,18.89,12.65,6.24,14.11
2499,20161104,12.45,15.17,8.58,6.59,10.31
2500,20161105,11.31,15.97,7.13,8.84,8.96
2501,20161106,11.16,13.61,7.87,5.74,9.04
2502,20161107,8.64,11.38,5.66,5.72,5.57
2503,20161108,11.68,16.78,7.24,9.54,8.59
2504,20161109,11.99,14.19,10.19,4.0,10.36
2505,20161110,9.7,12.88,5.91,6.97,8.12
2506,20161111,10.64,15.58,6.36,9.22,8.32
2507,20161112,6.79,10.14,3.8,6.34,4.01
2508,20161113,9.01,14.31,4.9,9.41,5.62
2509,20161114,10.1,14.67,5.26,9.41,6.77
2510,20161115,10.25,12.51,8.68,3.83,8.41
2511,20161116,11.08,15.16,8.21,6.95,9.06
2512,20161117,11.31,15.13,8.91,6.22,8.73
2513,20161118,11.47,15.71,7.05,8.66,8.04
2514,20161119,11.93,14.44,7.39,7.05,9.33
2515,20161120,5.17,6.08,4.4,1.68,3.23
2516,20161121,4.43,5.61,3.19,2.42,1.84
2517,20161122,4.44,6.14,3.14,3.0,1.68
2518,20161123,4.75,7.83,2.08,5.75,1.87
2519,20161124,8.59,11.7,4.96,6.74,5.53
2520,20161125,9.46,11.63,6.88,4.75,7.76
2521,20161126,8.33,10.53,5.3,5.23,6.9
2522,20161127,6.48,9.61,4.17,5.44,3.64
2523,20161128,7.06,10.23,3.98,6.25,4.32
2524,20161129,12.83,14.23,9.78,4.45,11.21
2525,20161130,12.35,13.48,10.59,2.89,11.16
2526,20161201,10.59,14.7,5.8,8.9,9.41
2527,20161202,7.04,9.95,4.9,5.05,4.47
2528,20161203,6.25,8.59,4.41,4.18,3.55
2529,20161204,5.25,7.01,3.33,3.68,2.42
2530,20161205,6.74,8.93,5.31,3.62,4.32
2531,20161206,6.23,8.08,3.85,4.23,3.72
2532,20161207,6.76,7.42,5.99,1.43,4.63
2533,20161208,4.88,6.82,2.33,4.49,1.24
2534,20161209,1.94,4.12,0.35,3.77,-0.88
2535,20161210,1.27,2.52,0.23,2.29,-1.69
2536,20161211,1.77,5.38,0.15,5.23,-0.69
2537,20161212,5.97,7.13,3.76,3.37,2.94
2538,20161213,3.77,4.94,1.55,3.39,0.24
2539,20161214,3.63,5.47,2.09,3.38,0.51
2540,20161215,-2.21,3.0,-4.59,7.59,-4.4
2541,20161216,-3.14,-0.75,-5.08,4.33,-4.81
2542,20161217,3.2,6.16,-0.49,6.65,-0.19
2543,20161218,7.3,12.53,0.4,12.13,3.8
2544,20161219,-1.45,-0.02,-2.43,2.41,-3.21
2545,20161220,-1.08,1.06,-3.71,4.77,-3.24
2546,20161221,2.08,3.97,-0.23,4.2,-1.8
2547,20161222,5.14,7.47,3.26,4.21,0.94
2548,20161223,4.4,6.39,2.99,3.4,0.96
2549,20161224,4.97,6.37,3.79,2.58,1.32
2550,20161225,4.39,7.74,2.46,5.28,0.69
2551,20161226,5.48,7.88,1.8,6.08,2.64
2552,20161227,9.2,12.74,4.09,8.65,7.77
2553,20161228,3.23,5.1,1.96,3.14,-0.01
2554,20161229,5.16,8.59,2.01,6.58,1.98
2555,20161230,3.03,4.5,1.64,2.86,0.31
2556,20161231,3.59,5.88,0.63,5.25,0.69
2557,20170101,5.83,7.74,4.34,3.4,2.26
2558,20170102,5.46,6.41,4.67,1.74,2.67
2559,20170103,6.73,7.78,5.57,2.21,6.22
2560,20170104,6.05,9.31,1.35,7.96,4.75
2561,20170105,0.0,0.75,-1.17,1.92,-2.41
2562,20170106,0.0,1.34,-1.57,2.91,-1.31
2563,20170107,-3.12,-1.85,-4.17,2.32,-4.31
2564,20170108,-5.0,-3.39,-6.66,3.27,-7.4
2565,20170109,-5.32,-3.59,-7.55,3.96,-9.05
2566,20170110,1.07,6.4,-4.46,10.86,-3.57
2567,20170111,6.22,7.46,4.89,2.57,3.0
2568,20170112,10.05,12.5,7.27,5.23,9.68
2569,20170113,5.1,10.24,-0.05,10.29,3.61
2570,20170114,0.0,1.06,-0.85,1.91,-0.33
2571,20170115,1.42,3.51,-0.22,3.73,-1.37
2572,20170116,2.01,4.26,-0.3,4.56,-0.44
2573,20170117,4.09,5.25,2.74,2.51,2.32
2574,20170118,4.14,5.38,2.65,2.73,3.0
2575,20170119,4.73,7.56,2.57,4.99,2.99
2576,20170120,4.71,6.73,2.59,4.14,3.1
2577,20170121,6.0,7.86,4.51,3.35,5.59
2578,20170122,7.17,8.78,6.06,2.72,7.7
2579,20170123,3.95,6.19,2.3,3.89,2.94
2580,20170124,3.05,4.94,2.26,2.68,1.31
2581,20170125,4.33,7.12,1.41,5.71,1.73
2582,20170126,5.95,8.44,4.22,4.22,3.68
2583,20170127,3.79,5.04,1.79,3.25,1.83
2584,20170128,2.04,3.64,0.79,2.85,-0.45
2585,20170129,2.79,4.73,1.65,3.08,0.47
2586,20170130,0.99,2.24,-0.06,2.3,-1.13
2587,20170131,0.7,2.68,-1.29,3.97,-1.16
2588,20170201,4.42,6.41,2.67,3.74,1.65
2589,20170202,3.01,5.6,0.04,5.56,0.26
2590,20170203,-0.74,0.23,-1.96,2.19,-2.4
2591,20170204,-1.41,1.11,-4.08,5.19,-2.59
2592,20170205,2.55,4.84,0.15,4.69,-0.24
2593,20170206,3.56,6.17,1.29,4.88,1.04
2594,20170207,5.36,6.84,4.08,2.76,3.89
2595,20170208,8.7,12.44,4.5,7.94,9.3
